"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"UBE2E3" 4.61408493028066e-151 0.259287972953445 0.529 0.37 1.27777853974262e-146 "0" "UBE2E3"
"EIF4EBP1" 9.77068566356713e-151 0.295351948563394 0.813 0.694 2.70579598081165e-146 "0" "EIF4EBP1"
"TMEM14C" 8.61251575672665e-150 0.256904875686589 0.668 0.514 2.38506398851031e-145 "0" "TMEM14C"
"UBB" 3.27485560476453e-149 0.319706160662124 0.883 0.841 9.06905762627442e-145 "0" "UBB"
"GATA3" 2.18217670004322e-148 0.278960919179402 0.365 0.215 6.04310193542968e-144 "0" "GATA3"
"MGST3" 6.14797073652033e-148 0.305301219961892 0.698 0.567 1.70255753606458e-143 "0" "MGST3"
"LRRFIP1" 2.36480647474826e-147 0.256018884006306 0.756 0.602 6.54885857052035e-143 "0" "LRRFIP1"
"CLMN" 2.20188617721401e-143 0.257127024810015 0.392 0.24 6.09768339055875e-139 "0" "CLMN"
"ETFA" 1.03406489899215e-140 0.255251393930988 0.577 0.429 2.86363592477895e-136 "0" "ETFA"
"MACF1" 3.64909580692433e-135 0.270823037197041 0.424 0.277 1.01054410181155e-130 "0" "MACF1"
"SRI" 6.62603917788446e-134 0.292320333028032 0.791 0.672 1.83494902953154e-129 "0" "SRI"
"S100A10" 5.48341549102725e-132 0.283812216532249 0.962 0.924 1.51852225193018e-127 "0" "S100A10"
"RICTOR" 2.93618465081854e-131 0.309279911649751 0.353 0.214 8.13117615351177e-127 "0" "RICTOR"
"GRN" 1.30890354490332e-128 0.26698573270451 0.448 0.302 3.62474658690077e-124 "0" "GRN"
"ANKRD36C" 1.89420359267615e-126 0.268913701636284 0.468 0.312 5.24561800919807e-122 "0" "ANKRD36C"
"MGP" 3.9289427263856e-119 0.363340262353853 0.793 0.634 1.08804210921796e-114 "0" "MGP"
"NDUFB1" 9.11373418745655e-118 0.262109882085779 0.538 0.406 2.52386640853234e-113 "0" "NDUFB1"
"C4orf3" 3.9217078769409e-117 0.365804312379365 0.69 0.578 1.08603856236124e-112 "0" "C4orf3"
"HIF1A" 1.31371382422431e-113 0.307517752540041 0.442 0.313 3.63806769342438e-109 "0" "HIF1A"
"SPTSSA" 2.03415790917698e-112 0.353704789302308 0.694 0.576 5.6331934978838e-108 "0" "SPTSSA"
"DEFB1" 1.36386369765701e-104 0.388123261010718 0.387 0.25 3.77694773792155e-100 "0" "DEFB1"
"HIST1H1C" 1.47943283247323e-100 0.324561003078916 0.6 0.456 4.09699334296811e-96 "0" "HIST1H1C"
"EGLN3" 2.23176364807169e-95 0.358257211499762 0.266 0.157 6.18042307060492e-91 "0" "EGLN3"
"STOM" 6.71324485210199e-90 0.274914852349284 0.478 0.361 1.8590988968926e-85 "0" "STOM"
"IFITM3" 5.81966421857925e-75 0.403682678404144 0.856 0.814 1.61163961205115e-70 "0" "IFITM3"
"KYNU" 1.62348603535103e-66 0.271295165332528 0.309 0.205 4.49591987769761e-62 "0" "KYNU"
"USP53" 2.67219751651971e-58 0.258276816760282 0.48 0.384 7.40011658249804e-54 "0" "USP53"
"HILPDA" 2.1955106173803e-37 0.629841117734413 0.425 0.353 6.08002755271127e-33 "0" "HILPDA"
"LGALS1" 3.40545478874219e-27 0.336603120723995 0.754 0.712 9.43072594646374e-23 "0" "LGALS1"
"HES1" 3.6105153356041e-20 0.2786636608759 0.328 0.286 9.99860011888844e-16 "0" "HES1"
"S100A8" 0 2.53745681456032 0.627 0.17 0 "1" "S100A8"
"LTF" 0 2.39636643942877 0.893 0.343 0 "1" "LTF"
"S100A9" 0 2.25897908281653 0.879 0.286 0 "1" "S100A9"
"RARRES1" 0 2.14317968747747 0.956 0.407 0 "1" "RARRES1"
"WFDC2" 0 1.96713262187212 0.985 0.781 0 "1" "WFDC2"
"SAA2" 0 1.94687440414211 0.769 0.366 0 "1" "SAA2"
"SERPINB4" 0 1.88236553428831 0.453 0.071 0 "1" "SERPINB4"
"LCN2" 0 1.75963076594159 0.884 0.24 0 "1" "LCN2"
"OVOS2" 0 1.71625450806021 0.582 0.108 0 "1" "OVOS2"
"SLPI" 0 1.64951983206834 0.976 0.413 0 "1" "SLPI"
"PI3" 0 1.59377611152951 0.825 0.306 0 "1" "PI3"
"S100A7" 0 1.43049053116806 0.26 0.056 0 "1" "S100A7"
"AKR1C3" 0 1.34801010293765 0.736 0.233 0 "1" "AKR1C3"
"CHI3L1" 0 1.30565580144944 0.704 0.264 0 "1" "CHI3L1"
"MGP1" 0 1.26870439357673 0.922 0.62 0 "1" "MGP"
"MMP7" 0 1.2267710431835 0.797 0.276 0 "1" "MMP7"
"FBLN5" 0 1.20395178817836 0.48 0.078 0 "1" "FBLN5"
"PDZK1IP1" 0 1.14022487079479 0.855 0.331 0 "1" "PDZK1IP1"
"OLFM4" 0 1.10885378525163 0.314 0.051 0 "1" "OLFM4"
"SERPINB3" 0 1.10518204242442 0.325 0.039 0 "1" "SERPINB3"
"AKR1C1" 0 1.0773096774582 0.38 0.097 0 "1" "AKR1C1"
"AKR1C2" 0 1.06342964846497 0.282 0.059 0 "1" "AKR1C2"
"PHLDA1" 0 1.04019454552562 0.779 0.329 0 "1" "PHLDA1"
"NDRG2" 0 0.985724341323924 0.801 0.284 0 "1" "NDRG2"
"ALDH1A3" 0 0.965883355293508 0.865 0.324 0 "1" "ALDH1A3"
"CSTB" 0 0.905540194578917 0.993 0.812 0 "1" "CSTB"
"SLC25A37" 0 0.898064080098767 0.855 0.458 0 "1" "SLC25A37"
"KYNU1" 0 0.891745015757028 0.597 0.164 0 "1" "KYNU"
"KRT15" 0 0.888675137506275 0.664 0.33 0 "1" "KRT15"
"KRT191" 0 0.855774759092987 0.941 0.623 0 "1" "KRT19"
"TNFAIP2" 0 0.825717522916474 0.643 0.238 0 "1" "TNFAIP2"
"CD74" 0 0.825182589955045 0.669 0.308 0 "1" "CD74"
"FXYD3" 0 0.813854963853154 0.842 0.506 0 "1" "FXYD3"
"GLRX" 0 0.804738771518181 0.711 0.228 0 "1" "GLRX"
"BTG11" 0 0.796304286890342 0.945 0.764 0 "1" "BTG1"
"SFRP1" 0 0.773224347233649 0.917 0.473 0 "1" "SFRP1"
"DEFB11" 0 0.758975495668345 0.591 0.224 0 "1" "DEFB1"
"DBI" 0 0.757656958134954 0.921 0.6 0 "1" "DBI"
"CYP1B1" 0 0.737632672642917 0.515 0.174 0 "1" "CYP1B1"
"VNN1" 0 0.732553759749204 0.547 0.096 0 "1" "VNN1"
"FDPS" 0 0.725607107894408 0.818 0.445 0 "1" "FDPS"
"CYBA1" 0 0.705419621819647 0.839 0.418 0 "1" "CYBA"
"SLC34A2" 0 0.692899770606311 0.532 0.075 0 "1" "SLC34A2"
"CLDN3" 0 0.667930687906841 0.844 0.387 0 "1" "CLDN3"
"PIGR" 0 0.655465990115787 0.544 0.121 0 "1" "PIGR"
"TPD52L1" 0 0.650043690520034 0.836 0.398 0 "1" "TPD52L1"
"EHF" 0 0.645885798548886 0.668 0.219 0 "1" "EHF"
"LY6E" 0 0.643271015175484 0.875 0.531 0 "1" "LY6E"
"CCL28" 0 0.636791852930767 0.515 0.138 0 "1" "CCL28"
"PROM1" 0 0.635663123183344 0.591 0.135 0 "1" "PROM1"
"TCN1" 0 0.635546036131186 0.329 0.049 0 "1" "TCN1"
"CHI3L2" 0 0.633184526844188 0.496 0.178 0 "1" "CHI3L2"
"ZG16B" 0 0.614607476971151 0.401 0.131 0 "1" "ZG16B"
"CA2" 0 0.594463350416768 0.537 0.242 0 "1" "CA2"
"SOD2" 0 0.592838235715293 0.996 0.928 0 "1" "SOD2"
"AZGP11" 0 0.591464749110655 0.943 0.506 0 "1" "AZGP1"
"HLA-DRA" 0 0.587408401924395 0.29 0.044 0 "1" "HLA-DRA"
"SLC39A8" 0 0.582161263543811 0.438 0.082 0 "1" "SLC39A8"
"B2M1" 0 0.580417143296708 1 0.985 0 "1" "B2M"
"CXCL17" 0 0.578749493104272 0.392 0.088 0 "1" "CXCL17"
"KRT6B" 0 0.578008353420196 0.815 0.456 0 "1" "KRT6B"
"CYP24A1" 0 0.574208733938028 0.372 0.086 0 "1" "CYP24A1"
"C9orf16" 0 0.573950365797813 0.82 0.421 0 "1" "C9orf16"
"ASS1" 0 0.565459868313443 0.715 0.236 0 "1" "ASS1"
"AQP5" 0 0.56534379472595 0.299 0.053 0 "1" "AQP5"
"C6orf15" 0 0.560379624171921 0.258 0.051 0 "1" "C6orf15"
"CHPT1" 0 0.555542582895222 0.732 0.385 0 "1" "CHPT1"
"TKT" 0 0.552015357095477 0.963 0.808 0 "1" "TKT"
"CTSV" 0 0.545446015004287 0.341 0.109 0 "1" "CTSV"
"HLA-B" 0 0.533018734133821 0.986 0.902 0 "1" "HLA-B"
"FTH1" 0 0.516368669993643 1 1 0 "1" "FTH1"
"CARHSP11" 0 0.511828004715392 0.967 0.681 0 "1" "CARHSP1"
"S100A61" 0 0.502459857631008 0.999 0.954 0 "1" "S100A6"
"PLSCR1" 0 0.49546887328264 0.756 0.34 0 "1" "PLSCR1"
"GABRP" 0 0.493898727141228 0.503 0.129 0 "1" "GABRP"
"TALDO1" 0 0.493605257239836 0.944 0.709 0 "1" "TALDO1"
"LYPD3" 0 0.484548403918276 0.524 0.225 0 "1" "LYPD3"
"BBOX1" 0 0.481051257498047 0.319 0.046 0 "1" "BBOX1"
"PLEKHS1" 0 0.473851640207041 0.38 0.046 0 "1" "PLEKHS1"
"AARD" 0 0.472881441864586 0.412 0.108 0 "1" "AARD"
"KCNN4" 0 0.466372613587254 0.591 0.204 0 "1" "KCNN4"
"CMPK1" 0 0.463420871808802 0.837 0.536 0 "1" "CMPK1"
"FDFT1" 0 0.462726926283898 0.777 0.455 0 "1" "FDFT1"
"PDE4B" 0 0.462609809464722 0.5 0.18 0 "1" "PDE4B"
"ELF31" 0 0.462291677341893 0.937 0.66 0 "1" "ELF3"
"ACAT2" 0 0.462167516448911 0.545 0.234 0 "1" "ACAT2"
"SLC12A2" 0 0.456538229014655 0.522 0.21 0 "1" "SLC12A2"
"ARRDC3" 0 0.452948975635438 0.624 0.3 0 "1" "ARRDC3"
"NFKBIZ" 0 0.451171675663527 0.616 0.275 0 "1" "NFKBIZ"
"S100A13" 0 0.447280989217015 0.859 0.577 0 "1" "S100A13"
"RGCC" 0 0.440410367158516 0.403 0.154 0 "1" "RGCC"
"PLPP2" 0 0.439517952603378 0.814 0.435 0 "1" "PLPP2"
"MT-CO2" 0 0.436527438095595 0.994 0.987 0 "1" "MT-CO2"
"SORBS2" 0 0.435919845109494 0.427 0.099 0 "1" "SORBS2"
"TTLL4" 0 0.433509339772072 0.402 0.143 0 "1" "TTLL4"
"HMGA1" 0 0.431170596437723 0.95 0.685 0 "1" "HMGA1"
"S100A1" 0 0.429602414938464 0.478 0.165 0 "1" "S100A1"
"C3" 0 0.420351134476194 0.433 0.071 0 "1" "C3"
"RPS12" 0 0.418928477302685 1 0.997 0 "1" "RPS12"
"PLA2G16" 0 0.418578448517528 0.594 0.285 0 "1" "PLA2G16"
"C2orf82" 0 0.411500390803465 0.408 0.1 0 "1" "C2orf82"
"NCALD" 0 0.408418693009301 0.36 0.06 0 "1" "NCALD"
"LYN" 0 0.400489791946857 0.496 0.19 0 "1" "LYN"
"CA8" 0 0.400147708939186 0.366 0.095 0 "1" "CA8"
"PRELID1" 0 0.395502003207431 0.982 0.844 0 "1" "PRELID1"
"IL34" 0 0.395082138285344 0.388 0.123 0 "1" "IL34"
"TNFAIP6" 0 0.390534399451557 0.364 0.126 0 "1" "TNFAIP6"
"CD241" 0 0.388863542209947 0.952 0.637 0 "1" "CD24"
"RGS10" 0 0.376656351478124 0.65 0.33 0 "1" "RGS10"
"RPS9" 0 0.364030714483706 1 0.995 0 "1" "RPS9"
"RPL3" 0 0.362135614361641 1 0.999 0 "1" "RPL3"
"ST3GAL4" 0 0.359507410724946 0.39 0.106 0 "1" "ST3GAL4"
"CD14" 0 0.356530130028802 0.276 0.055 0 "1" "CD14"
"ANKRD36C1" 0 0.353682879639114 0.67 0.287 0 "1" "ANKRD36C"
"RPS4X" 0 0.352958164416047 1 0.999 0 "1" "RPS4X"
"CTSC" 0 0.346707101475553 0.599 0.27 0 "1" "CTSC"
"MT-CO1" 0 0.343235203000199 0.996 0.992 0 "1" "MT-CO1"
"PSMB8" 0 0.341955807774759 0.671 0.324 0 "1" "PSMB8"
"TLR2" 0 0.335181649761916 0.365 0.077 0 "1" "TLR2"
"CFB1" 0 0.334197905377146 0.422 0.156 0 "1" "CFB"
"TACSTD2" 0 0.33087025516501 0.992 0.938 0 "1" "TACSTD2"
"ARL6IP51" 0 0.330629737082063 0.778 0.441 0 "1" "ARL6IP5"
"RHOV1" 0 0.327472501766743 0.519 0.208 0 "1" "RHOV"
"NEURL3" 0 0.325723461865451 0.295 0.057 0 "1" "NEURL3"
"CLDN4" 0 0.310938536528127 0.972 0.646 0 "1" "CLDN4"
"TPT1-AS1" 0 0.299885763466066 0.682 0.306 0 "1" "TPT1-AS1"
"SRD5A31" 0 0.294699666939224 0.401 0.144 0 "1" "SRD5A3"
"BARX2" 0 0.293513972024361 0.376 0.108 0 "1" "BARX2"
"SESTD1" 0 0.291834250848457 0.558 0.244 0 "1" "SESTD1"
"IDH21" 0 0.289332571056833 0.648 0.32 0 "1" "IDH2"
"LINC01235" 0 0.288041720143073 0.283 0.051 0 "1" "LINC01235"
"MT-CO3" 0 0.287403661468367 0.998 0.992 0 "1" "MT-CO3"
"SLC5A6" 0 0.273972982630565 0.496 0.214 0 "1" "SLC5A6"
"CMTM8" 0 0.27394334208506 0.447 0.16 0 "1" "CMTM8"
"MIA" 0 0.273825668542276 0.336 0.115 0 "1" "MIA"
"MT-ND4" 0 0.271087711922517 0.994 0.988 0 "1" "MT-ND4"
"LUCAT1" 0 0.268090385377416 0.322 0.082 0 "1" "LUCAT1"
"CYB5R2" 0 0.265754199129031 0.305 0.076 0 "1" "CYB5R2"
"ACSL1" 0 0.263585916542485 0.421 0.145 0 "1" "ACSL1"
"CTSS" 0 0.261871288669467 0.342 0.092 0 "1" "CTSS"
"RPL10" 0 0.258611280243989 1 0.999 0 "1" "RPL10"
"MUC11" 0 0.252075712375663 0.447 0.178 0 "1" "MUC1"
"CYP27A1" 1.92699372538744e-303 0.373852453789094 0.491 0.221 5.33642372371544e-299 "1" "CYP27A1"
"EBP" 2.59066898160931e-300 0.326597224871198 0.525 0.249 7.17433961077066e-296 "1" "EBP"
"DRAM2" 1.32923120515133e-295 0.293781158935548 0.548 0.266 3.68103997642558e-291 "1" "DRAM2"
"SAA1" 1.47980877678857e-289 0.773852911475311 0.917 0.784 4.09803444556059e-285 "1" "SAA1"
"FOS" 1.58500721228323e-289 0.27647734725778 0.771 0.475 4.38936047297595e-285 "1" "FOS"
"PRDX5" 5.38906507824967e-288 0.401281274781735 0.925 0.71 1.49239379211968e-283 "1" "PRDX5"
"CBR3" 3.42989139060526e-287 0.543114081713799 0.383 0.159 9.49839822800314e-283 "1" "CBR3"
"KRT181" 3.10717169196912e-282 0.321681221273775 0.963 0.66 8.60469056657009e-278 "1" "KRT18"
"C10orf10" 6.35458449485003e-277 0.41394412984648 0.556 0.282 1.75977508415882e-272 "1" "C10orf10"
"RCAN1" 7.37142898549866e-276 0.504939142673884 0.55 0.29 2.04136982895415e-271 "1" "RCAN1"
"DHCR7" 6.12906638769066e-272 0.274632591159268 0.444 0.197 1.69732235474318e-267 "1" "DHCR7"
"CITED4" 3.26517412407555e-269 0.373531282909794 0.543 0.273 9.04224670180243e-265 "1" "CITED4"
"FAH" 1.38338253876994e-267 0.335447925752089 0.303 0.108 3.8310012646156e-263 "1" "FAH"
"SLC25A6" 1.57882853402616e-265 0.27849649384469 0.986 0.917 4.37224985927864e-261 "1" "SLC25A6"
"CLDN71" 9.27360995512049e-264 0.287227045111262 0.914 0.612 2.56814080487152e-259 "1" "CLDN7"
"HLA-C1" 1.80187943335348e-263 0.337067084481812 0.982 0.894 4.98994471478579e-259 "1" "HLA-C"
"GBP2" 3.95640206622202e-263 0.399433404357516 0.726 0.447 1.09564642419886e-258 "1" "GBP2"
"KLK10" 6.14983502841956e-263 0.35395292969195 0.321 0.117 1.70307381442023e-258 "1" "KLK10"
"KLF5" 2.74736685670295e-262 0.252998872168786 0.526 0.251 7.60828303626748e-258 "1" "KLF5"
"ECHDC1" 4.38932099116658e-259 0.293965998752513 0.621 0.336 1.21553466208376e-254 "1" "ECHDC1"
"EPS8" 9.46504743971469e-259 0.278080818285198 0.553 0.276 2.62115558748019e-254 "1" "EPS8"
"PGD" 4.27681051275199e-255 0.285173756288146 0.565 0.286 1.18437713529641e-250 "1" "PGD"
"APP" 1.73262651854242e-253 0.380203571500068 0.905 0.711 4.79816261779953e-249 "1" "APP"
"PDXK" 5.4230973245645e-252 0.294860705056227 0.709 0.416 1.50181834209165e-247 "1" "PDXK"
"FXYD5" 9.74920319003787e-252 0.344325370330037 0.822 0.536 2.69984683941719e-247 "1" "FXYD5"
"CMTM7" 5.93170938897182e-245 0.302055701918604 0.714 0.425 1.64266828108797e-240 "1" "CMTM7"
"KLK5" 1.98506807395353e-244 0.303055992205543 0.349 0.137 5.49724901719952e-240 "1" "KLK5"
"ITGB8" 4.67661988579137e-243 0.25833710998802 0.487 0.235 1.2950963449722e-238 "1" "ITGB8"
"LGALS31" 2.69385929814663e-238 0.340854374376508 0.98 0.858 7.46010455435746e-234 "1" "LGALS3"
"DDIT4" 9.87687175901357e-236 0.482725573167676 0.742 0.472 2.73520209622363e-231 "1" "DDIT4"
"SDCBP" 2.22408080960401e-234 0.3250798728598 0.889 0.649 6.15914698603637e-230 "1" "SDCBP"
"GLTSCR2" 2.6418107929857e-233 0.319310767469481 0.925 0.753 7.31596662901529e-229 "1" "GLTSCR2"
"H2AFJ1" 9.80567874567579e-229 0.260678961159398 0.783 0.495 2.71548661504e-224 "1" "H2AFJ"
"C15orf481" 6.03312453339797e-224 0.529547554808879 0.523 0.283 1.6707531770339e-219 "1" "C15orf48"
"CTSB" 5.91925115781187e-216 0.349887388911859 0.76 0.5 1.63921822313284e-211 "1" "CTSB"
"ETHE1" 1.62213054413868e-213 0.253097667705168 0.654 0.382 4.49216611588325e-209 "1" "ETHE1"
"CTSD" 6.39449000720187e-212 0.356045105470299 0.651 0.391 1.77082611769441e-207 "1" "CTSD"
"HEBP2" 9.58834218380313e-211 0.326533714817649 0.812 0.578 2.6552996009606e-206 "1" "HEBP2"
"SPINT11" 8.69097836101814e-208 0.27138410866735 0.818 0.552 2.40679263751675e-203 "1" "SPINT1"
"COL6A2" 2.88058158722293e-205 0.29690690888162 0.507 0.266 7.97719458949646e-201 "1" "COL6A2"
"BPGM" 1.34377291222495e-201 0.274318610359291 0.367 0.17 3.72131032582457e-197 "1" "BPGM"
"ANXA1" 8.5607350814536e-201 0.259037791967944 0.957 0.769 2.37072436610695e-196 "1" "ANXA1"
"ARPC1B" 9.42073746806737e-194 0.273585848744222 0.719 0.457 2.6088848270319e-189 "1" "ARPC1B"
"SERPINB1" 5.53398077523182e-187 0.284111820376933 0.542 0.305 1.53252529608495e-182 "1" "SERPINB1"
"IDI1" 6.63008240033865e-187 0.266230280705097 0.528 0.297 1.83606871912578e-182 "1" "IDI1"
"HIST1H1C1" 1.23156818654179e-186 0.407166464632277 0.698 0.447 3.41058177899019e-182 "1" "HIST1H1C"
"NCOA7" 2.78139349036552e-186 0.280343851054129 0.598 0.352 7.70251299286924e-182 "1" "NCOA7"
"CDC42EP1" 4.6162138778229e-182 0.333692304260013 0.653 0.423 1.2783681091855e-177 "1" "CDC42EP1"
"TSC22D11" 5.32615440995907e-174 0.335843784059554 0.888 0.643 1.47497194074996e-169 "1" "TSC22D1"
"ATP6V1B2" 4.91128534851019e-160 0.347905340235338 0.496 0.29 1.36008225156293e-155 "1" "ATP6V1B2"
"KRT16" 1.84269119475735e-139 0.404204083114345 0.486 0.292 5.10296472564152e-135 "1" "KRT16"
"CLU1" 9.3927027141087e-135 0.777360711922676 0.61 0.427 2.60112116261812e-130 "1" "CLU"
"PRKCDBP" 2.60972133300743e-128 0.250362638193813 0.347 0.187 7.22710128749748e-124 "1" "PRKCDBP"
"SDCBP2" 1.10067495711865e-126 0.250689846435918 0.419 0.236 3.04809915874867e-122 "1" "SDCBP2"
"SDC4" 4.53506223998046e-124 0.301812981059404 0.768 0.565 1.25589478611779e-119 "1" "SDC4"
"CD59" 2.12563182243562e-118 0.395931062954536 0.944 0.88 5.88651220587096e-114 "1" "CD59"
"CD9" 1.45800369103205e-103 0.295974575572648 0.931 0.805 4.03764962157507e-99 "1" "CD9"
"FDCSP" 2.87186480614813e-101 1.98809619328829 0.329 0.201 7.95305520766602e-97 "1" "FDCSP"
"SERPINE2" 7.74575984656329e-86 0.251004226026958 0.27 0.149 2.14503327430877e-81 "1" "SERPINE2"
"CXCL1" 2.15120485014343e-66 0.593202710947353 0.663 0.575 5.9573315915022e-62 "1" "CXCL1"
"WTAP" 2.44002413291087e-65 0.258808140877173 0.826 0.693 6.75715883127008e-61 "1" "WTAP"
"CCL2" 4.78265445752118e-53 0.318443220909845 0.606 0.491 1.32446049892134e-48 "1" "CCL2"
"MT1X" 0 2.15774116069685 0.952 0.548 0 "2" "MT1X"
"MT2A" 0 1.88482081606792 1 0.816 0 "2" "MT2A"
"MT1E" 0 1.80237691444426 0.86 0.459 0 "2" "MT1E"
"S100A2" 0 1.63057777444978 0.691 0.398 0 "2" "S100A2"
"SAA11" 0 1.05697073985219 0.961 0.778 0 "2" "SAA1"
"MT1M" 0 1.01369502579445 0.501 0.12 0 "2" "MT1M"
"APOE" 0 1.00952471804837 0.665 0.28 0 "2" "APOE"
"NNMT" 0 0.983248358056031 0.905 0.536 0 "2" "NNMT"
"MT1G" 0 0.950502396828165 0.538 0.158 0 "2" "MT1G"
"MMP3" 0 0.93507771003678 0.3 0.091 0 "2" "MMP3"
"PGF" 0 0.908201979767446 0.381 0.126 0 "2" "PGF"
"FBXO2" 0 0.798231102078836 0.831 0.528 0 "2" "FBXO2"
"FBXO32" 0 0.776079846432816 0.795 0.51 0 "2" "FBXO32"
"DST" 0 0.728871825631425 0.796 0.579 0 "2" "DST"
"DKK3" 0 0.717361796647504 0.662 0.249 0 "2" "DKK3"
"C1R" 0 0.707797314303361 0.643 0.265 0 "2" "C1R"
"MYLK" 0 0.695563838892009 0.602 0.225 0 "2" "MYLK"
"AKR1B1" 0 0.657907726976906 0.671 0.371 0 "2" "AKR1B1"
"KRT5" 0 0.649798773043111 0.734 0.439 0 "2" "KRT5"
"TPM2" 0 0.631806035477345 0.89 0.449 0 "2" "TPM2"
"SMIM3" 0 0.62614715156325 0.532 0.176 0 "2" "SMIM3"
"IFI16" 0 0.612545996357252 0.605 0.258 0 "2" "IFI16"
"IGFBP4" 0 0.605387489509057 0.623 0.261 0 "2" "IGFBP4"
"SLC39A14" 0 0.603070527625472 0.659 0.339 0 "2" "SLC39A14"
"CLMP" 0 0.595509367488846 0.546 0.19 0 "2" "CLMP"
"CEBPD" 0 0.58335254784412 0.969 0.886 0 "2" "CEBPD"
"TSHZ2" 0 0.573596371919241 0.56 0.227 0 "2" "TSHZ2"
"MRGPRX3" 0 0.55730534800864 0.346 0.083 0 "2" "MRGPRX3"
"BHLHE41" 0 0.557004861419034 0.474 0.152 0 "2" "BHLHE41"
"FHL2" 0 0.554010382748205 0.915 0.66 0 "2" "FHL2"
"GAPDH" 0 0.545890801998793 1 0.99 0 "2" "GAPDH"
"PMP22" 0 0.544055453508315 0.579 0.267 0 "2" "PMP22"
"LDHA" 0 0.535328489396976 0.991 0.952 0 "2" "LDHA"
"PIK3R1" 0 0.532221626927774 0.5 0.212 0 "2" "PIK3R1"
"SPARCL1" 0 0.526192203810973 0.351 0.097 0 "2" "SPARCL1"
"MT1F" 0 0.522247493192712 0.405 0.162 0 "2" "MT1F"
"GSTO1" 0 0.499431524726561 0.808 0.616 0 "2" "GSTO1"
"PDLIM4" 0 0.492676966588477 0.822 0.602 0 "2" "PDLIM4"
"YBX3" 0 0.472733634903176 0.947 0.843 0 "2" "YBX3"
"GYPC" 0 0.464843185564704 0.651 0.297 0 "2" "GYPC"
"IGFBP2" 0 0.451379696862614 0.551 0.265 0 "2" "IGFBP2"
"TRIM29" 0 0.450465653429382 0.429 0.174 0 "2" "TRIM29"
"VSNL1" 0 0.447394436884669 0.288 0.089 0 "2" "VSNL1"
"C1S" 0 0.441293256313782 0.46 0.205 0 "2" "C1S"
"IRX4" 0 0.438515117305701 0.395 0.097 0 "2" "IRX4"
"COL17A1" 0 0.429566689261761 0.461 0.161 0 "2" "COL17A1"
"DSC3" 0 0.375685934451867 0.294 0.091 0 "2" "DSC3"
"SERPINB5" 0 0.359670006065301 0.548 0.251 0 "2" "SERPINB5"
"SNAI2" 0 0.358204787035813 0.361 0.103 0 "2" "SNAI2"
"PDPN" 0 0.355232909735714 0.304 0.082 0 "2" "PDPN"
"AEBP1" 0 0.333237432093393 0.363 0.128 0 "2" "AEBP1"
"TNS4" 0 0.331230407873385 0.314 0.097 0 "2" "TNS4"
"NGFR" 0 0.323470114879958 0.276 0.07 0 "2" "NGFR"
"NOTCH4" 0 0.303455573888324 0.256 0.061 0 "2" "NOTCH4"
"PKM" 1.53718176607816e-305 0.500755245182711 0.958 0.895 4.25691746480024e-301 "2" "PKM"
"TPI1" 1.80437056677519e-304 0.385167080454099 0.976 0.927 4.99684341057053e-300 "2" "TPI1"
"LGALS11" 2.17159353159874e-302 0.448475024060649 0.885 0.694 6.01379396705639e-298 "2" "LGALS1"
"TUBB6" 7.15026361003146e-291 0.429076154352155 0.719 0.46 1.98012250152601e-286 "2" "TUBB6"
"DLK2" 9.26439831288996e-291 0.259300399653644 0.262 0.077 2.56558982478862e-286 "2" "DLK2"
"PRNP" 5.9364338864955e-288 0.34786450929724 0.754 0.485 1.6439766361872e-283 "2" "PRNP"
"CCND3" 1.68442552164602e-286 0.479921906960124 0.525 0.295 4.66467959709433e-282 "2" "CCND3"
"ISYNA1" 2.23829016658727e-286 0.405603024053078 0.419 0.191 6.19849695833013e-282 "2" "ISYNA1"
"PLAU" 8.51925935399954e-285 0.620225376359586 0.45 0.208 2.35923849290309e-280 "2" "PLAU"
"PDGFA" 1.78346293544368e-282 0.350381776594853 0.309 0.111 4.93894390712418e-278 "2" "PDGFA"
"IRX1" 3.65400196200179e-279 0.340170928731479 0.351 0.138 1.01190276333715e-274 "2" "IRX1"
"SRSF3" 1.48412166088056e-278 0.382115341269927 0.925 0.82 4.10997811547652e-274 "2" "SRSF3"
"CHI3L11" 1.58362769401964e-275 0.498676638797481 0.541 0.291 4.3855401730486e-271 "2" "CHI3L1"
"ID4" 2.79596765707736e-274 0.475056728193015 0.527 0.278 7.74287323274432e-270 "2" "ID4"
"CCL21" 1.44825306177216e-273 0.64894225580744 0.718 0.475 4.01064720396564e-269 "2" "CCL2"
"ETS2" 1.55843499821674e-265 0.453450582323054 0.535 0.297 4.31577404056162e-261 "2" "ETS2"
"EFEMP1" 3.68546835430022e-264 0.392672517078822 0.44 0.202 1.02061675135636e-259 "2" "EFEMP1"
"SGK1" 1.49413390062757e-260 0.482443185719651 0.518 0.283 4.13770501100793e-256 "2" "SGK1"
"SPARC" 9.03577385799105e-260 0.269439108323196 0.318 0.116 2.50227685449346e-255 "2" "SPARC"
"ZBTB16" 2.53864239714831e-256 0.498291377718538 0.387 0.174 7.0302623904228e-252 "2" "ZBTB16"
"ZFP36L2" 2.2593538180722e-254 0.574214879217227 0.74 0.554 6.25682852838734e-250 "2" "ZFP36L2"
