"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"TC2N1" 3.21452440629656e-07 0.253753823035249 0.291 0.254 0.00890198243835706 "9" "TC2N"
"FLNA1" 5.03476907516034e-07 0.405149695941219 0.415 0.412 0.0139427859998415 "9" "FLNA"
"RRBP1" 7.59900119811846e-07 0.290044891782209 0.384 0.376 0.0210439140179495 "9" "RRBP1"
"C15orf482" 2.30259236360982e-06 0.313631941284009 0.355 0.314 0.0637656903254466 "9" "C15orf48"
"RSRP1" 2.57120904657234e-06 0.260410338216939 0.39 0.377 0.0712044921267278 "9" "RSRP1"
"ZFP36L11" 6.57275907819051e-06 0.275108774614784 0.601 0.635 0.18201941715233 "9" "ZFP36L1"
"POLR2J31" 1.43311158402696e-05 0.260542769820709 0.355 0.342 0.396871590964585 "9" "POLR2J3"
"AES" 1.8635323950217e-05 0.259425708884563 0.372 0.367 0.516068026153359 "9" "AES"
"INSR" 3.1954598133458e-05 0.289293951604603 0.264 0.233 0.884918686109853 "9" "INSR"
"SLC12A21" 5.26273365906439e-05 0.291290800126383 0.279 0.251 1 "9" "SLC12A2"
"GTF2I1" 0.00014676389760373 0.262959417493698 0.401 0.407 1 "9" "GTF2I"
"SLC38A21" 0.000151372225377944 0.266784507177222 0.423 0.435 1 "9" "SLC38A2"
"ARHGAP291" 0.000158869044434803 0.296115865081739 0.532 0.563 1 "9" "ARHGAP29"
"MVP" 0.000253685235209963 0.254589607130328 0.337 0.339 1 "9" "MVP"
"COL6A22" 0.000362044511973393 0.409258182914608 0.308 0.298 1 "9" "COL6A2"
"S100A81" 0.000373056369160381 0.636811681394853 0.256 0.231 1 "9" "S100A8"
"KRT162" 0.000611191291891564 0.288772227411322 0.334 0.318 1 "9" "KRT16"
"MYH9" 0.00148335026570304 0.260210968572857 0.564 0.614 1 "9" "MYH9"
"C8orf41" 0 1.37282955485758 0.755 0.236 0 "10" "C8orf4"
"SYTL21" 0 0.895929912156975 0.521 0.112 0 "10" "SYTL2"
"UGDH1" 6.96349737169326e-272 1.2135347605749 0.741 0.302 1.92840132714301e-267 "10" "UGDH"
"GOLM11" 1.08294020336944e-262 0.917514415967508 0.597 0.179 2.99898630519098e-258 "10" "GOLM1"
"FILIP1L" 6.24729534906612e-239 0.602671488822436 0.312 0.051 1.73006350101688e-234 "10" "FILIP1L"
"MALAT12" 1.2252531400361e-235 0.928154067860022 0.991 0.964 3.39309352070197e-231 "10" "MALAT1"
"MYL12B1" 1.08622577919746e-234 0.880061778869555 0.997 0.969 3.00808505033154e-230 "10" "MYL12B"
"LURAP1L2" 2.25218647464676e-204 1.03642882968189 0.679 0.289 6.23698000423927e-200 "10" "LURAP1L"
"HSPB11" 6.27607188580304e-202 1.39090981428095 0.892 0.592 1.73803258733544e-197 "10" "HSPB1"
"ANKRD30A1" 1.0740498471715e-173 0.72413472064967 0.415 0.107 2.97436624177203e-169 "10" "ANKRD30A"
"TMEM1361" 3.15249670120272e-172 0.653963571001854 0.391 0.105 8.73020911464069e-168 "10" "TMEM136"
"TFPI1" 7.3586521070678e-163 0.776577870028968 0.429 0.123 2.03783152801029e-158 "10" "TFPI"
"RAB11FIP12" 1.68009032979492e-157 0.701406159539907 0.588 0.242 4.65267415030106e-153 "10" "RAB11FIP1"
"C6orf141" 9.35006315817226e-156 0.521891663713211 0.275 0.058 2.58931299039264e-151 "10" "C6orf141"
"MYL12A1" 2.25549150530773e-150 0.710553896906871 0.984 0.952 6.24613262564869e-146 "10" "MYL12A"
"MYO62" 1.19472951651312e-149 0.733143326091398 0.781 0.467 3.30856445007978e-145 "10" "MYO6"
"AREG1" 4.3906218498334e-141 1.22389022507893 0.665 0.326 1.21589490887436e-136 "10" "AREG"
"TRAFD11" 8.65946593253013e-140 0.634366763389464 0.394 0.126 2.39806590069557e-135 "10" "TRAFD1"
"RNF223" 2.55351025451701e-137 0.47605524347876 0.299 0.076 7.07143594783397e-133 "10" "RNF223"
"DAPK31" 6.55302067254142e-136 0.727694724540142 0.692 0.393 1.81472801484689e-131 "10" "DAPK3"
"RASEF1" 7.64977291903231e-126 0.404230058671381 0.303 0.081 2.11845161446762e-121 "10" "RASEF"
"SAT11" 8.38852506257734e-123 0.677776971680033 0.998 0.945 2.32303424557954e-118 "10" "SAT1"
"HES42" 9.66153809500728e-119 0.680289873054717 0.569 0.28 2.67556974465037e-114 "10" "HES4"
"CHMP4B1" 4.40022011828423e-115 0.637169221048923 0.839 0.661 1.21855295735645e-110 "10" "CHMP4B"
"HERC4" 8.53011745277892e-115 0.608024070934889 0.437 0.176 2.36224542619807e-110 "10" "HERC4"
"LRRFIP11" 2.18280426691422e-114 0.631392529895688 0.825 0.623 6.04483985636556e-110 "10" "LRRFIP1"
"TSC22D12" 4.64094296485051e-113 0.766056814824296 0.883 0.67 1.28521633525605e-108 "10" "TSC22D1"
"TNFRSF12A3" 2.09094664756382e-107 0.606792033691176 0.951 0.857 5.79045855109849e-103 "10" "TNFRSF12A"
"C3orf52" 1.35124019566339e-98 0.413664165986929 0.338 0.115 3.74198947385061e-94 "10" "C3orf52"
"MACC1" 2.17093578011722e-97 0.494328809684616 0.313 0.104 6.01197245587861e-93 "10" "MACC1"
"USP532" 8.93009840343238e-97 0.839750717567195 0.642 0.394 2.47301215086253e-92 "10" "USP53"
"ARHGAP292" 9.87785344015118e-97 0.665220245596975 0.787 0.555 2.73547395318107e-92 "10" "ARHGAP29"
"ATF32" 1.61249596288574e-96 0.687722969933432 0.611 0.335 4.46548507001949e-92 "10" "ATF3"
"CD991" 5.518362920725e-96 0.507011350746318 0.557 0.278 1.52820024363637e-91 "10" "CD99"
"MGLL2" 4.00775310593041e-95 0.687930509551377 0.443 0.195 1.10986706762531e-90 "10" "MGLL"
"CRABP21" 8.03988096134859e-95 0.573650022765388 0.751 0.453 2.22648423462626e-90 "10" "CRABP2"
"RNF115" 4.56090048349661e-94 0.555550931733665 0.521 0.263 1.26305017089472e-89 "10" "RNF115"
"CLIC11" 5.94576505958284e-93 0.446352357443499 0.972 0.921 1.64656071795028e-88 "10" "CLIC1"
"RUNDC1" 2.22292267246873e-90 0.494412263783937 0.318 0.112 6.15593975686766e-86 "10" "RUNDC1"
"HSPB8" 3.09620199980971e-85 0.379407042851239 0.255 0.077 8.57431219807304e-81 "10" "HSPB8"
"DNAJC121" 4.59150623981584e-85 0.503965584961727 0.383 0.15 1.2715258229922e-80 "10" "DNAJC12"
"ANKRD12" 1.04248327337706e-84 0.596911653547334 0.731 0.521 2.88694892896309e-80 "10" "ANKRD12"
"MAP1LC3A1" 6.04958146896695e-83 0.515098182606994 0.509 0.263 1.67531059620102e-78 "10" "MAP1LC3A"
"MYH91" 1.5199376403981e-81 0.607437726887772 0.78 0.608 4.20916330755446e-77 "10" "MYH9"
"FNBP11" 2.31827815518151e-81 0.432364017735114 0.394 0.17 6.42000769514415e-77 "10" "FNBP1"
"TMC51" 3.82514806393493e-80 0.499117594352943 0.349 0.133 1.0592982533455e-75 "10" "TMC5"
"EMP31" 5.21086160472449e-78 0.614692802084995 0.703 0.472 1.44304390419635e-73 "10" "EMP3"
"LMCD11" 8.66574484274024e-78 0.597175855134656 0.252 0.081 2.39980471930006e-73 "10" "LMCD1"
"TMSB4X1" 1.10098858848874e-76 0.32321564426831 0.978 0.912 3.04896769810186e-72 "10" "TMSB4X"
"KRT184" 2.10673912200606e-76 0.477551172638809 0.917 0.695 5.83419265057138e-72 "10" "KRT18"
"RASSF12" 5.37178352019065e-76 0.601551016677954 0.532 0.308 1.4876080102464e-71 "10" "RASSF1"
"WEE1" 2.66140452690947e-75 0.573722413245213 0.46 0.239 7.37022755637041e-71 "10" "WEE1"
"SLC3A22" 3.39431907162232e-75 0.502087043027023 0.922 0.847 9.39988780504368e-71 "10" "SLC3A2"
"EDN11" 7.12046754736214e-75 1.10271825578631 0.503 0.277 1.971871077891e-70 "10" "EDN1"
"RAB321" 3.12165444263667e-74 0.634677852172097 0.609 0.4 8.64479764799372e-70 "10" "RAB32"
"SQRDL2" 1.25525438746197e-72 0.586745626042289 0.675 0.464 3.47617597519844e-68 "10" "SQRDL"
"EZR1" 1.34401864137414e-72 0.609473261125248 0.701 0.518 3.72199082355742e-68 "10" "EZR"
"MEAF62" 1.3814612818374e-72 0.518630447305418 0.714 0.529 3.82568072779232e-68 "10" "MEAF6"
"PLK21" 1.66469594581003e-72 0.846940548399201 0.593 0.375 4.61004248273172e-68 "10" "PLK2"
"GADD45B2" 2.37205008595241e-72 0.670865319064404 0.719 0.52 6.56891830302801e-68 "10" "GADD45B"
"RHOB" 2.52170941542437e-71 0.591014432407161 0.522 0.301 6.98336988413472e-67 "10" "RHOB"
"ATP6V1G11" 7.68725844524578e-71 0.434044874777484 0.942 0.904 2.12883248124191e-66 "10" "ATP6V1G1"
"MYL61" 8.11639453842595e-71 0.365834696287573 0.993 0.987 2.2476731395263e-66 "10" "MYL6"
"BZW11" 2.22751306853391e-70 0.520006373983772 0.8 0.633 6.16865194069095e-66 "10" "BZW1"
"USP47" 3.97546278984517e-70 0.541927087976925 0.445 0.226 1.10092491039182e-65 "10" "USP47"
"ACTB2" 1.54975074879595e-69 0.66474462079458 0.992 0.985 4.29172474864064e-65 "10" "ACTB"
"CLDN44" 2.20323744644219e-69 0.600256707922635 0.885 0.685 6.10142546043237e-65 "10" "CLDN4"
"JUND2" 3.38259970435264e-69 0.536414032936776 0.603 0.387 9.36743336126377e-65 "10" "JUND"
"IBTK" 4.63401457487032e-69 0.406801773095913 0.35 0.153 1.28329765621884e-64 "10" "IBTK"
"SMIM141" 5.57994110132837e-69 0.508129999719269 0.561 0.331 1.54525308919087e-64 "10" "SMIM14"
"TM4SF12" 6.38473893684035e-69 0.666746826976767 0.948 0.877 1.7681257537792e-64 "10" "TM4SF1"
"SH3BP41" 1.03488878506311e-65 0.551263699572101 0.384 0.181 2.86591751247528e-61 "10" "SH3BP4"
"CALM23" 5.39859364562676e-65 0.374498670526907 0.955 0.916 1.49503253828342e-60 "10" "CALM2"
"MAPK8" 6.66781343667237e-63 0.405613826912052 0.353 0.159 1.84651757501768e-58 "10" "MAPK8"
"DUSP51" 3.35276562061877e-61 0.412327495925733 0.346 0.155 9.28481383317957e-57 "10" "DUSP5"
"SLAIN2" 1.55383392879071e-60 0.472198231366012 0.329 0.152 4.3030322990001e-56 "10" "SLAIN2"
"SELK3" 1.79899814779905e-60 0.520113574706242 0.897 0.828 4.98196557069992e-56 "10" "SELK"
"KRT101" 2.36495559352387e-60 0.453990819037366 0.783 0.652 6.54927152514564e-56 "10" "KRT10"
"EIF53" 3.66113747193058e-60 0.426851595143568 0.884 0.791 1.01387880010174e-55 "10" "EIF5"
"CHCHD2" 3.96589507997106e-60 0.323023037483939 0.99 0.978 1.09827532449639e-55 "10" "CHCHD2"
"CLIP1" 5.43495072102882e-60 0.501819140941693 0.532 0.34 1.50510090317451e-55 "10" "CLIP1"
"PDLIM51" 6.0324665492995e-60 0.530135491520215 0.611 0.431 1.67057096149751e-55 "10" "PDLIM5"
"CSGALNACT2" 1.28010995190362e-58 0.335784818284129 0.283 0.115 3.54500848980669e-54 "10" "CSGALNACT2"
"PRSS231" 1.3152867671733e-58 0.49848041664112 0.397 0.194 3.64242364433303e-54 "10" "PRSS23"
"BCAS41" 1.51674447819784e-58 0.358394244803697 0.251 0.096 4.20032048347328e-54 "10" "BCAS4"
"RAB10" 5.11663197374342e-58 0.418252584685705 0.737 0.607 1.41694889248876e-53 "10" "RAB10"
"UGCG1" 6.31373908731716e-58 0.478065421395263 0.544 0.338 1.74846376545074e-53 "10" "UGCG"
"ADIRF1" 1.225455832383e-57 0.386264899109761 0.729 0.498 3.39365483661823e-53 "10" "ADIRF"
"ELF1" 4.01662310274457e-57 0.417222383911854 0.46 0.264 1.11232343584305e-52 "10" "ELF1"
"NDUFV21" 3.20203067764927e-56 0.43024452737077 0.846 0.779 8.86738355561414e-52 "10" "NDUFV2"
"TMEM30A" 7.60971822447162e-56 0.471286694269208 0.573 0.392 2.10735926790293e-51 "10" "TMEM30A"
"RP1-313I6.12" 2.27112555649542e-55 0.433556117380049 0.396 0.204 6.28942800360276e-51 "10" "RP1-313I6.12"
"DSTN2" 2.44848628221953e-55 0.393597239869376 0.966 0.956 6.78059306135055e-51 "10" "DSTN"
"ARPP191" 4.12952366466245e-55 0.457699880059719 0.68 0.529 1.14358898845497e-50 "10" "ARPP19"
"CYSTM11" 1.28814593206382e-54 0.391948735058059 0.75 0.611 3.56726252966435e-50 "10" "CYSTM1"
"ACTG12" 3.78624180724166e-54 0.515676168012598 0.979 0.969 1.04852394367943e-49 "10" "ACTG1"
"OCLN1" 1.12753535277477e-52 0.418023604388503 0.369 0.191 3.12248365243917e-48 "10" "OCLN"
"TGFB2" 1.31882719526154e-52 0.435611168002942 0.258 0.106 3.65222815183777e-48 "10" "TGFB2"
"CHD2" 3.26253466360523e-52 0.455011335671657 0.419 0.234 9.03493724392196e-48 "10" "CHD2"
"BLVRB1" 5.41372683374151e-52 0.523857777748041 0.719 0.606 1.49922337206804e-47 "10" "BLVRB"
"ZFAS11" 9.70024631282813e-52 0.443670912254067 0.946 0.892 2.6862892114115e-47 "10" "ZFAS1"
"STX3" 1.29260954354806e-51 0.394778324969399 0.399 0.219 3.57962360894764e-47 "10" "STX3"
"CORO1C1" 2.38921265087257e-51 0.452528120364217 0.505 0.321 6.61644659406142e-47 "10" "CORO1C"
"TMEM45B1" 3.00425667639649e-51 0.331982649001552 0.322 0.145 8.31968801394479e-47 "10" "TMEM45B"
"TRIO" 3.36856263603149e-51 0.330708352095043 0.347 0.169 9.328560507962e-47 "10" "TRIO"
"FSTL3" 3.98301353998266e-51 0.380499148119781 0.392 0.206 1.1030159396274e-46 "10" "FSTL3"
"MRPS10" 7.53279673571427e-51 0.442692336125162 0.539 0.361 2.08605740002135e-46 "10" "MRPS10"
"SLC20A2" 8.76136782512509e-51 0.472562769097477 0.44 0.258 2.42628559181189e-46 "10" "SLC20A2"
"MACF11" 1.1774402569923e-50 0.436675240409561 0.478 0.297 3.26068530368879e-46 "10" "MACF1"
"PALLD2" 2.92398699387961e-49 0.779604269832021 0.611 0.482 8.09739718215079e-45 "10" "PALLD"
"MARCH51" 5.10623378101354e-49 0.44905478274039 0.569 0.409 1.41406932097608e-44 "10" "MARCH5"
"LINC001522" 1.08693342272052e-48 0.602260655864644 0.646 0.501 3.01004472753994e-44 "10" "LINC00152"
"CLDN73" 2.18485621305774e-48 0.413396754678554 0.814 0.648 6.0505223108208e-44 "10" "CLDN7"
"C15orf483" 2.75689999156993e-48 0.349082652257486 0.537 0.309 7.63468314665461e-44 "10" "C15orf48"
"YWHAH1" 1.9045458914002e-47 0.494136821565403 0.782 0.705 5.27425893705458e-43 "10" "YWHAH"
"RUNX11" 5.50169267188948e-47 0.550016534466482 0.602 0.458 1.52358375162635e-42 "10" "RUNX1"
"DYNLT11" 1.03766549028155e-46 0.393815317642226 0.803 0.729 2.87360704223668e-42 "10" "DYNLT1"
"TSPAN151" 1.09144048187881e-46 0.364058615105746 0.337 0.167 3.02252612646698e-42 "10" "TSPAN15"
"NAA25" 1.21873750582128e-46 0.372886679546795 0.388 0.215 3.37504977487086e-42 "10" "NAA25"
"TSPAN51" 1.53381895293722e-46 0.313972026610314 0.299 0.138 4.24760482636904e-42 "10" "TSPAN5"
"RNF11" 2.38524874876555e-46 0.435913188528184 0.529 0.369 6.60546935995644e-42 "10" "RNF11"
"RAB22A" 4.13976733060415e-46 0.355452038479512 0.417 0.246 1.14642576686421e-41 "10" "RAB22A"
"DYNLT32" 2.91577537534988e-45 0.367584249384752 0.537 0.359 8.07465674695643e-41 "10" "DYNLT3"
"RICTOR2" 6.06316439310207e-45 0.394417550742008 0.406 0.233 1.67907211538176e-40 "10" "RICTOR"
"FAM107B" 1.26006851751405e-44 0.303248143466757 0.322 0.161 3.48950774555166e-40 "10" "FAM107B"
"BSPRY1" 1.04768392274196e-43 0.323714629922821 0.351 0.188 2.9013510872493e-39 "10" "BSPRY"
"PCBP1" 1.11911737631478e-43 0.325195026430991 0.829 0.782 3.09917175022851e-39 "10" "PCBP1"
"KLF62" 2.25830512961229e-42 0.587837082911255 0.744 0.642 6.25392439543531e-38 "10" "KLF6"
"EDF11" 3.44742764655061e-42 0.32681544666119 0.927 0.92 9.5469613815926e-38 "10" "EDF1"
"ISG201" 4.83983329984826e-42 0.451727948586468 0.519 0.341 1.34029503572698e-37 "10" "ISG20"
"RAB18" 5.20265781007135e-42 0.416766277323286 0.669 0.554 1.44077202734306e-37 "10" "RAB18"
"PRR131" 5.99394422963152e-42 0.385521097108018 0.67 0.554 1.65990297551186e-37 "10" "PRR13"
"BAIAP2L1" 6.3419170562345e-42 0.31347688792449 0.349 0.19 1.75626709038302e-37 "10" "BAIAP2L1"
"TMCO31" 1.1467972102969e-41 0.350919151986259 0.416 0.251 3.17582551447519e-37 "10" "TMCO3"
"TNFAIP8" 1.2225880113497e-41 0.347051190743307 0.357 0.196 3.38571297983072e-37 "10" "TNFAIP8"
"ZNF281" 1.85731000570509e-41 0.35619597712301 0.375 0.21 5.14344859879911e-37 "10" "ZNF281"
"RPS27L2" 5.78344556093933e-41 0.508411384575047 0.752 0.671 1.60160957919093e-36 "10" "RPS27L"
"SWAP70" 9.03404772627849e-41 0.378393745640317 0.411 0.254 2.5017988368383e-36 "10" "SWAP70"
"AZIN1" 3.54036532341423e-40 0.468602752976148 0.509 0.36 9.80433369013103e-36 "10" "AZIN1"
"RPL36AL" 5.71928801290832e-40 0.284444200564135 0.969 0.952 1.5838424294147e-35 "10" "RPL36AL"
"REEP51" 6.06999214287875e-40 0.328282071166395 0.774 0.657 1.68096292412741e-35 "10" "REEP5"
"CAMTA1" 1.05270593417821e-39 0.378660316214991 0.725 0.628 2.91525854351971e-35 "10" "CAMTA1"
"DUSP101" 1.40666710169962e-39 0.298794401450948 0.259 0.12 3.89548320473676e-35 "10" "DUSP10"
"USP12" 3.15784473796629e-39 0.263304072427728 0.265 0.125 8.74501943285004e-35 "10" "USP12"
"NTN41" 3.22485433412943e-39 0.348091992122871 0.304 0.154 8.93058910750464e-35 "10" "NTN4"
"TSC22D2" 1.05291571808703e-38 0.322510729173944 0.278 0.137 2.91583949809842e-34 "10" "TSC22D2"
"ATP1B12" 1.0748323528616e-38 0.458887352147499 0.674 0.525 2.97653323477962e-34 "10" "ATP1B1"
"IFRD11" 1.72047227086724e-38 0.364601752093592 0.692 0.549 4.76450385971265e-34 "10" "IFRD1"
"CHMP2B1" 6.47268445729491e-38 0.361067697387468 0.644 0.519 1.79248050675868e-33 "10" "CHMP2B"
"ENAH1" 1.60933210738652e-37 0.389425844502965 0.464 0.316 4.4567234049855e-33 "10" "ENAH"
"CEBPG1" 2.7059398710031e-37 0.359515241583248 0.501 0.349 7.4935592847689e-33 "10" "CEBPG"
"AEN" 6.29830974738612e-37 0.330436024646635 0.307 0.163 1.74419091834364e-32 "10" "AEN"
"MYO5B" 1.59904933220699e-36 0.315388738956207 0.328 0.181 4.42824731568082e-32 "10" "MYO5B"
"LRBA1" 2.00948025739783e-36 0.320894245856582 0.26 0.129 5.56485367681182e-32 "10" "LRBA"
"UBB1" 2.81256736089492e-36 0.34269655427041 0.88 0.847 7.7888427925263e-32 "10" "UBB"
"VMP12" 3.79541082713217e-36 0.465414227430343 0.744 0.656 1.05106312035771e-31 "10" "VMP1"
"ZNF292" 4.09398101063196e-36 0.425055309000449 0.459 0.308 1.13374616127431e-31 "10" "ZNF292"
"PGM2L11" 7.0843686553735e-36 0.327643796123185 0.308 0.165 1.96187421173258e-31 "10" "PGM2L1"
"TBX31" 1.06243081425409e-35 0.33452586410673 0.424 0.259 2.94218965391386e-31 "10" "TBX3"
"EIF4G22" 1.10805540809663e-35 0.439347300255167 0.818 0.749 3.068537841642e-31 "10" "EIF4G2"
"CIB11" 2.31994511096527e-35 0.361662635677994 0.615 0.476 6.42462399579613e-31 "10" "CIB1"
"BCL10" 3.84771335319607e-35 0.359722771598484 0.354 0.209 1.06554725890059e-30 "10" "BCL10"
"PMAIP11" 5.70556884050686e-35 0.402572111556828 0.541 0.383 1.58004317900157e-30 "10" "PMAIP1"
"TXNRD13" 6.19126276175449e-35 0.386799199301573 0.69 0.553 1.71454639661267e-30 "10" "TXNRD1"
"ZBTB43" 6.89568664091723e-35 0.35033889968406 0.349 0.203 1.90962250146921e-30 "10" "ZBTB43"
"GMFB" 9.75808272226372e-35 0.300636760190575 0.404 0.254 2.70230584827649e-30 "10" "GMFB"
"PPP2R2A1" 1.37832658057157e-34 0.354908805443118 0.628 0.513 3.81699979957686e-30 "10" "PPP2R2A"
"ANXA31" 1.8692816905672e-34 0.493724225759235 0.706 0.627 5.17660178568775e-30 "10" "ANXA3"
"MYADM1" 1.96564876463625e-34 0.366583447484855 0.408 0.258 5.44347112390716e-30 "10" "MYADM"
"NAMPT" 1.98373540420392e-34 0.420772957796077 0.704 0.609 5.49355845486192e-30 "10" "NAMPT"
"MIR4435-2HG" 1.99640776926015e-34 0.403682836299293 0.413 0.259 5.52865203541215e-30 "10" "MIR4435-2HG"
"RASD11" 3.94753619648603e-34 0.603351672635275 0.336 0.194 1.09319119889288e-29 "10" "RASD1"
"CDC42" 4.03569745668681e-34 0.364409465589192 0.769 0.703 1.11760569668028e-29 "10" "CDC42"
"SERP12" 6.97169751255857e-34 0.412424514197406 0.864 0.826 1.93067219215285e-29 "10" "SERP1"
"COX171" 9.71458286973043e-34 0.351453036515346 0.693 0.588 2.69025943411445e-29 "10" "COX17"
"RAD23B" 1.34708129966464e-33 0.321094344012935 0.69 0.594 3.73047224316128e-29 "10" "RAD23B"
"ARF42" 1.41077670961346e-33 0.356704259142717 0.827 0.773 3.90686394193257e-29 "10" "ARF4"
"ERRFI11" 1.43156064455226e-33 0.544317767217747 0.612 0.489 3.96442089295858e-29 "10" "ERRFI1"
"IER5" 1.70857298626805e-33 0.344497038295861 0.45 0.301 4.7315511708721e-29 "10" "IER5"
"AKAP13" 2.821809352837e-33 0.344446878672871 0.356 0.217 7.8144366408115e-29 "10" "AKAP13"
"LARP1B" 5.26491756740576e-33 0.296978721595781 0.297 0.161 1.45801362194168e-28 "10" "LARP1B"
"GSPT12" 5.27439997626959e-33 0.32121044102113 0.649 0.528 1.46063958542834e-28 "10" "GSPT1"
"RTN41" 5.65648975170341e-33 0.256529042739128 0.912 0.889 1.56645170693923e-28 "10" "RTN4"
"NDUFA6" 1.0940401030425e-32 0.315860766549996 0.716 0.608 3.02972525735559e-28 "10" "NDUFA6"
"TRIM161" 1.33661398711853e-32 0.327229820696113 0.323 0.184 3.70148511452733e-28 "10" "TRIM16"
"SQSTM12" 3.99771676496061e-32 0.30373678801291 0.906 0.882 1.10708770372054e-27 "10" "SQSTM1"
"UCHL3" 5.96923969446485e-32 0.35375266213578 0.625 0.508 1.65306154858815e-27 "10" "UCHL3"
"GNAS2" 7.25832553130788e-32 0.433458300767473 0.742 0.66 2.01004808938509e-27 "10" "GNAS"
"MAFG1" 1.19093608817739e-31 0.340905401809572 0.428 0.282 3.29805930898965e-27 "10" "MAFG"
"FAM177A11" 2.42717929400791e-31 0.346138467857078 0.596 0.486 6.72158761889611e-27 "10" "FAM177A1"
"ABRACL2" 4.15237698320865e-31 0.292788706458865 0.56 0.408 1.14991775795997e-26 "10" "ABRACL"
"SMAD31" 6.43391010658542e-31 0.270441845954476 0.268 0.141 1.7817427258167e-26 "10" "SMAD3"
"GLO1" 8.77202439998471e-31 0.337647941000736 0.64 0.54 2.42923671708776e-26 "10" "GLO1"
"GLUD1" 8.78220596769937e-31 0.342095744703443 0.461 0.319 2.43205629863499e-26 "10" "GLUD1"
"S100A142" 1.08922910474382e-30 0.311660553066137 0.86 0.777 3.01640215976707e-26 "10" "S100A14"
"PVRL21" 1.76732826475676e-30 0.333232104300342 0.56 0.435 4.89426216359088e-26 "10" "PVRL2"
"EIF4E2" 2.18793319522392e-30 0.342101412747652 0.654 0.549 6.0590433975336e-26 "10" "EIF4E"
"ALCAM1" 2.49622655761675e-30 0.282575443133461 0.271 0.145 6.91280020600806e-26 "10" "ALCAM"
"TPBG1" 2.75641623728522e-30 0.336098536238325 0.477 0.339 7.63334348591396e-26 "10" "TPBG"
"GNG5" 2.77734344239588e-30 0.284109566039641 0.87 0.788 7.69129719502692e-26 "10" "GNG5"
"GNAI3" 7.13326455717849e-30 0.333169433132659 0.555 0.437 1.97541495381944e-25 "10" "GNAI3"
"PTP4A21" 1.13046907816983e-29 0.280391170882754 0.784 0.708 3.13060801817572e-25 "10" "PTP4A2"
"PHF20" 1.94044617728253e-29 0.311939070042253 0.424 0.285 5.37367759874851e-25 "10" "PHF20"
"HN1L" 4.17056931570574e-29 0.318283538744197 0.431 0.297 1.15495576059839e-24 "10" "HN1L"
"KIAA15222" 4.58711527492852e-29 0.318303191491835 0.365 0.233 1.27030983308596e-24 "10" "KIAA1522"
"FAM103A1" 6.89902388630315e-29 0.32060971167466 0.506 0.379 1.91054668483393e-24 "10" "FAM103A1"
"PPP2CA1" 1.02385074089975e-28 0.286468342911064 0.667 0.581 2.83534985677369e-24 "10" "PPP2CA"
"ACTR2" 1.10924310594831e-28 0.315129596371811 0.492 0.369 3.07182693330266e-24 "10" "ACTR2"
"UBC1" 1.48711902308531e-28 0.278121683696952 0.981 0.963 4.11827871063016e-24 "10" "UBC"
"CD2AP" 1.97761427402599e-28 0.321965499557679 0.366 0.236 5.47660720906017e-24 "10" "CD2AP"
"CST31" 1.25336955566844e-27 0.347506847248046 0.63 0.509 3.47095631051262e-23 "10" "CST3"
"PPP1R15A3" 1.45588768080772e-27 0.264519692881799 0.764 0.667 4.03178975446081e-23 "10" "PPP1R15A"
"CDKN1A" 1.51932070349914e-27 0.33253344058266 0.44 0.305 4.20745482420017e-23 "10" "CDKN1A"
"RAB3IP" 1.60309314812391e-27 0.284239987790469 0.343 0.214 4.43944585509955e-23 "10" "RAB3IP"
"PNPLA2" 5.36540660762039e-27 0.297482463260174 0.421 0.293 1.48584205184832e-22 "10" "PNPLA2"
"PGRMC2" 6.04777405586564e-27 0.327293766427207 0.47 0.344 1.67481006929087e-22 "10" "PGRMC2"
"PLEKHF2" 7.33978926385193e-27 0.304526375272484 0.297 0.176 2.03260784083852e-22 "10" "PLEKHF2"
"ICA1" 9.39095310210965e-27 0.284798119205027 0.322 0.199 2.60063664256722e-22 "10" "ICA1"
"KRT84" 9.77110263977678e-27 0.253155604141345 0.866 0.758 2.70591145403338e-22 "10" "KRT8"
"TARS1" 1.00284588795237e-26 0.300345400269658 0.53 0.412 2.77718111750649e-22 "10" "TARS"
"RBM391" 1.22001608805556e-26 0.292285218203781 0.823 0.783 3.37859055265227e-22 "10" "RBM39"
"N4BP2L21" 1.572456168624e-26 0.323685964817563 0.648 0.561 4.35460286777044e-22 "10" "N4BP2L2"
"TDG1" 2.20925036720938e-26 0.329879483837093 0.378 0.251 6.11807704191294e-22 "10" "TDG"
"DUSP41" 2.30165237030367e-26 0.499741272640006 0.474 0.355 6.37396590908195e-22 "10" "DUSP4"
"RNF10" 2.65830176846182e-26 0.308583692623098 0.494 0.379 7.36163508740131e-22 "10" "RNF10"
"SLC7A1" 2.68574578601017e-26 0.255391479866681 0.286 0.164 7.43763580519798e-22 "10" "SLC7A1"
"CLU2" 4.0095167723102e-26 0.41272218881225 0.579 0.448 1.11035547975586e-21 "10" "CLU"
"INTS6" 9.31151673949174e-26 0.307615990625181 0.29 0.175 2.57863833066745e-21 "10" "INTS6"
"QSOX12" 1.02844055865232e-25 0.322424153807447 0.416 0.293 2.84806043907587e-21 "10" "QSOX1"
